,stream_date,value
822,2023-04-15,0.0
823,2023-04-15,1.0
824,2023-04-15,-1.0
825,2023-04-15,0.0
826,2023-04-15,0.0
827,2023-04-15,-1.0
828,2023-04-15,-0.5
829,2023-04-15,0.0
830,2023-04-15,1.0
831,2023-04-15,0.5
832,2023-04-15,0.3333333333333333
833,2023-04-15,0.25
834,2023-04-15,0.0
835,2023-04-15,0.0
836,2023-04-15,0.0
837,2023-04-15,0.0
838,2023-04-15,0.0
839,2023-04-15,0.0
840,2023-04-15,0.0
841,2023-04-15,0.0
842,2023-04-15,0.5
843,2023-04-15,1.0
844,2023-04-15,0.75
845,2023-04-15,0.6666666666666666
846,2023-04-15,1.0
847,2023-04-15,1.0
848,2023-04-15,1.0
849,2023-04-15,0.5
850,2023-04-15,0.7142857142857143
851,2023-04-15,0.3333333333333333
852,2023-04-15,1.0
853,2023-04-15,-0.5
854,2023-04-15,-0.3333333333333333
855,2023-04-15,0.25
856,2023-04-15,0.3333333333333333
857,2023-04-15,0.6666666666666666
858,2023-04-15,0.3333333333333333
859,2023-04-15,1.0
860,2023-04-15,0.0
861,2023-04-15,0.6666666666666666
862,2023-04-15,-1.0
863,2023-04-15,0.3333333333333333
864,2023-04-15,0.16666666666666666
865,2023-04-15,-1.0
866,2023-04-15,0.0
867,2023-04-15,-0.5
868,2023-04-15,0.0
869,2023-04-15,1.0
870,2023-04-15,0.16666666666666666
871,2023-04-15,0.0
872,2023-04-15,0.5
873,2023-04-15,0.6666666666666666
874,2023-04-15,1.0
875,2023-04-15,0.6666666666666666
876,2023-04-15,0.25
877,2023-04-15,1.0
878,2023-04-15,0.3333333333333333
879,2023-04-15,1.0
880,2023-04-15,0.25
881,2023-04-15,0.25
882,2023-04-15,0.5
883,2023-04-15,0.0
884,2023-04-15,0.0
885,2023-04-15,0.6666666666666666
886,2023-04-15,1.0
887,2023-04-15,0.3333333333333333
888,2023-04-15,0.25
889,2023-04-15,0.0
890,2023-04-15,1.0
891,2023-04-15,1.0
892,2023-04-15,0.3333333333333333
893,2023-04-15,-0.3333333333333333
894,2023-04-15,0.0
895,2023-04-15,-0.25
896,2023-04-15,0.0
897,2023-04-15,-0.25
898,2023-04-15,0.2857142857142857
899,2023-04-15,0.2
900,2023-04-15,0.0
901,2023-04-15,1.0
902,2023-04-15,0.2857142857142857
903,2023-04-15,0.3333333333333333
904,2023-04-15,-0.3333333333333333
905,2023-04-15,0.5
906,2023-04-15,-0.2
907,2023-04-15,0.0
908,2023-04-15,0.2
909,2023-04-15,0.0
910,2023-04-15,1.0
911,2023-04-15,0.3333333333333333
912,2023-04-15,0.5
913,2023-04-15,0.25
914,2023-04-15,0.0
915,2023-04-15,0.0
916,2023-04-15,0.0
917,2023-04-15,0.5
918,2023-04-15,0.0
919,2023-04-15,0.5
920,2023-04-15,-1.0
921,2023-04-15,-0.1111111111111111
922,2023-04-15,1.0
923,2023-04-15,0.0
924,2023-04-15,0.0
925,2023-04-15,0.5
926,2023-04-15,0.25
927,2023-04-15,1.0
928,2023-04-15,0.0
929,2023-04-15,0.2
930,2023-04-15,0.5
931,2023-04-15,0.5
932,2023-04-15,-1.0
933,2023-04-15,0.0
934,2023-04-15,-0.3333333333333333
935,2023-04-15,0.0
936,2023-04-15,0.0
937,2023-04-15,0.0
938,2023-04-15,0.0
939,2023-04-15,0.3333333333333333
940,2023-04-15,0.0
941,2023-04-15,0.5
942,2023-04-15,0.0
943,2023-04-15,0.5
944,2023-04-15,0.0
945,2023-04-15,0.5
946,2023-04-15,0.0
947,2023-04-15,0.0
948,2023-04-15,0.3333333333333333
949,2023-04-15,0.5
950,2023-04-15,1.0
951,2023-04-15,0.6666666666666666
952,2023-04-15,0.0
953,2023-04-15,0.0
954,2023-04-15,1.0
955,2023-04-15,1.0
956,2023-04-15,-1.0
957,2023-04-15,0.0
958,2023-04-15,1.0
